,Name,Rating,Reviews,Price,Street Name,Zip Code,City,Cluster
379,Kyoto Sushi,4.0,326,2,Florence,90240,Downey,1
380,Sushi I-NABA Manhattan Beach,4.5,111,4,Hawthorne,90503,Torrance,1
381,Saloon Osaka,4.5,107,2,West,90245,El Segundo,1
382,Osawa Shabu Shabu & Sushi,4.5,1570,2,N,91103,Pasadena,0
383,Sushi Chitose,4.5,356,3,S,90277,Redondo Beach,1
384,New Japan by SushiStop,3.5,594,2,Santa,90025,Los Angeles,1
385,Sake Dojo,4.0,208,3,E,90012,Los Angeles,1
386,Magic Touch Bullet Train Sushi,3.5,1621,2,South,90703,Cerritos,0
387,Sushi Koo,3.5,456,2,W,90048,Los Angeles,1
388,Fish King,4.5,1301,2,N,91206,Glendale,1
389,Yanagi Kitchen - Redondo Beach,4.0,657,2,Artesia,90278,Redondo Beach,1
390,Sushi Yoshi,4.5,249,2,W,90504,Torrance,1
391,Sushi Ichiban Kan,4.5,442,2,Ventura,91364,Woodland Hills,1
392,Majordomo,4.0,1301,3,Naud,90012,Los Angeles,1
393,Yokozuna Sushi - Santa Paula,4.0,132,2,W,93060,Santa Paula,1
394,Malibu Seafood Fresh Fish Market & Patio Cafe,4.0,3153,2,Pacific,90265,Malibu,0
395,Kuru Kuru Sushi,4.0,469,2,N,91505,Burbank,1
396,Geoffrey's Malibu,4.0,3347,3,Pacific,90265,Malibu,0
397,Soregashi,4.5,155,3,Santa,90038,Los Angeles,1
398,Tomoya Sushi & Izakaya,4.0,1027,2,Canoga,91367,Woodland Hills,1
399,Blue Ribbon Sushi Bar & Grill,3.5,662,3,The,90036,Los Angeles,1
400,Makoto Sushi,4.0,281,2,Ventura,91316,Encino,1
401,Nishi Poke & Ramen Bar,4.0,230,2,Overland,90230,Culver City,1
402,Black Bamboo Sushi,4.0,144,2,Yarmouth,90274,Palos Verdes Estates,1
403,Nagahasu By Sushi Yu/Mi,4.5,32,0,1/2,90048,Los Angeles,1
404,Sushi Dragon,4.5,270,2,Vineland,91352,Sun Valley,1
405,Niko Niko Sushi,4.0,1160,2,N,91504,Burbank,1
406,What The Fish Sushi,4.0,456,2,Hyperion,90027,Los Angeles,1
407,Flyin Fin Sushi & Seafood,4.5,951,2,S,90277,Redondo Beach,1
408,Tsubaki,4.0,364,3,Allison,90026,Los Angeles,1
409,Daikokuya Little Tokyo,4.0,9357,2,E,90012,Los Angeles,0
410,Sushi Joint,4.5,312,2,Firestone,90650,Norwalk,1
411,Izakaya Hachi - Torrance,4.0,600,3,W,90501,Torrance,1
412,OTOTO,4.0,114,2,Allison,90026,Los Angeles,1
413,El Sushi,5.0,51,2,S,90020,Los Angeles,1
414,Super Ninja Japanese Sushi Cuisine,4.5,221,2,Sherman,91605,Los Angeles,1
415,Sushito Teriyaki Grill,5.0,25,0,E,90033,Los Angeles,1
416,Bar Uerukamu,4.5,106,3,Sherman,91406,Los Angeles,1
417,LemonShark Poke - Culver City,4.0,193,2,Washington,90232,Culver City,1
418,Poke Republic,4.0,333,2,W,90064,Los Angeles,1
419,Bar Hayama,3.5,612,3,Sawtelle,90025,Los Angeles,1
420,Senfuku,4.0,186,2,W,90731,San Pedro,1
421,Hana Haru Restaurant,3.5,249,2,Main,90245,El Segundo,1
422,Miho Sushi,4.5,333,2,Ventura,91356,Tarzana,1
423,King and Queen Cantina,4.0,708,2,Ocean,90401,Santa Monica,1
424,Seabutter - Laguna Beach,4.5,167,0,S,92651,Laguna Beach,1
425,Toku Unagi & Sushi,4.5,136,4,N,90069,West Hollywood,1
426,Fishing With Dynamite,4.5,1699,3,Manhattan,90266,Manhattan Beach,0
427,RIZE Thai Sushi,4.0,395,2,Lincoln,90405,Santa Monica,1
428,Tonchin LA,4.5,135,2,Melrose,90038,Los Angeles,1
429,California Sushi & Teriyaki,3.5,175,1,S,90007,Los Angeles,1
430,Sakana sushi,4.0,558,2,Foothill,91011,La Canada Flintridge,1
431,Sushi Monster,4.0,335,2,Honolulu,91020,Montrose,1
432,Kiku Sushi,4.0,495,2,N,90004,Los Angeles,1
433,SUGARFISH by sushi nozawa,4.0,619,3,W,90028,Los Angeles,1
434,Q Sushi,4.0,274,4,W,90014,Los Angeles,1
435,Momi Sushi,5.0,45,2,W,90015,Los Angeles,1
436,Kaijin sushi,4.5,66,0,Beverly,90036,Los Angeles,1
437,Tomodachi Restaurant,4.0,444,2,Agoura,91361,Westlake Village,1
438,Ali'i Fish Company,4.5,588,2,E,90245,El Segundo,1
439,Minato Sushi,4.0,487,2,N,91360,Thousand Oaks,1
440,Santa Monica Seafood Market & Cafe - Santa Monica,4.0,1720,2,Wilshire,90401,Santa Monica,0
441,Makomae Japanese Cuisine,4.5,636,2,N,91765,Diamond Bar,1
442,Izakaya Osen - Irvine,4.5,455,3,Main,92614,Irvine,1
443,Studio Sushi,4.5,279,2,Radford,91604,Studio City,1
444,Kikyo Sushi Sake Bar,4.5,157,2,Bellflower,90706,Bellflower,1
445,Nomura Sushi,4.0,755,2,Ventura,91403,Los Angeles,1
446,Toro Sushi Poke House,4.0,504,2,N,91502,Burbank,1
447,Jin Sushi,4.0,229,2,Florence,90240,Downey,1
448,Sushi Yuen,4.5,391,4,Gale,91748,City of Industry,1
449,All You Can Eat Sushi & BBQ,4.0,384,2,Wilshire,90010,Los Angeles,1
450,Gushi,4.0,1229,2,Gayley,90024,Los Angeles,1
451,Tangaroa Fish Market,4.0,704,2,W,90066,Los Angeles,1
452,Kurisaki,4.5,206,3,S,90277,Redondo Beach,1
453,Masa Sushi,4.0,414,2,E,93010,Camarillo,1
454,Firefly,4.0,3044,3,Ventura,91604,Studio City,0
455,Sushi Kisen,4.0,200,0,S,91007,Arcadia,1
456,Tatsu sushi Japanese cuisine,4.5,134,0,W,91505,Burbank,1
457,Mikomi Sushi Monrovia,4.5,1902,2,S,91016,Monrovia,0
458,Iki Ramen,4.5,676,2,S,90005,Los Angeles,1
459,Xevichez Sushi Bar,3.0,1914,2,Hubbard,91342,Los Angeles,0
460,Kaya Sushi,3.5,334,2,E,90245,El Segundo,1
461,Hana Sushi,4.5,124,2,Country,93065,Simi Valley,1
462,Izakaya Sushi K,5.0,212,2,E,93063,Simi Valley,1
463,I 8 Sushi,4.0,45,2,Sunset,90027,Los Angeles,1
464,Nova Kitchen & Bar,4.5,4945,0,Chapman,92840,Garden Grove,0
465,Sushi Island,4.5,315,2,S,90248,Gardena,1
466,Aikan Sushi & Ramen,4.5,1162,3,South,90701,Artesia,1
467,COD Restaurant,4.0,926,3,W,90048,Los Angeles,1
468,Asahi Sushi,4.0,2411,2,Balboa,91344,Granada Hills,0
469,Azabu ,4.5,220,0,Philadelphia,90601,Whittier,1
470,Sakae Sushi,4.5,693,2,W,90247,Gardena,1
471,Akasaka Sushi Restaurant,4.0,1600,2,Clark,91745,Hacienda Heights,0
472,Akai Asian Bistro,5.0,19,2,E,90255,Huntington Park,1
473,Sushi Imari,4.5,1993,2,Harbor,92626,Costa Mesa,0
474,LOVE,5.0,266,2,Santa,90046,West Hollywood,1
475,Kaze Sushi,4.5,39,0,W,93534,Lancaster,1
476,H2O Sushi & Izakaya,4.0,1442,2,Tampa,91324,Northridge,0
477,Teriroll,4.5,219,2,S,90022,Los Angeles,1
478,Krudos Sushi & Modern Kitchen,4.0,81,2,Slauson,90270,Maywood,1
479,Sushi Gone Wild,4.0,462,2,Vista,90505,Torrance,1
480,Teriyaki House,4.0,260,1,Truman,91340,San Fernando,1
481,Palms Ramen Yumeya,4.0,497,2,Palms,90034,Los Angeles,1
482,Sen Sushi,4.5,104,2,E,91770,Rosemead,1
483,IPPA Sushi Ramen,4.0,79,2,Atlantic,90201,Bell,1
484,Sake Sushi Bar and Lounge,4.0,1681,2,Honolulu,91020,Montrose,0
485,Sushi Katsu-Ya,4.0,550,3,N,91367,Woodland Hills,1
486,Wokcano,3.5,1626,2,W,90017,Los Angeles,0
487,SushiStop Hollywood ,3.5,995,2,Franklin,90028,Los Angeles,1
488,The Albright,4.0,1776,2,Santa,90401,Santa Monica,0
489,Fuguya Sushi,4.0,173,2,Vineland,91606,Los Angeles,1
490,Mikaza Sushi & Lounge,4.0,200,0,S,90013,Los Angeles,1
491,JOEY Manhattan Beach,4.5,1353,0,N,90266,Manhattan Beach,1
492,i 8 Sushi Fusion,5.0,5,0,Sunset,90027,Los Angeles,1
493,Manpuku Japanese BBQ Dining - West Hollywood,4.5,169,4,W,90048,Los Angeles,1
494,Kura Revolving Sushi Bar,3.5,340,2,Riverside,91423,Sherman Oaks,1
495,Oi Asian Fusion,4.5,627,1,Hollywood,90027,Los Angeles,1
496,Masamitsu Japanese Cuisine,4.5,73,4,Huntington,91108,San Marino,1
497,Din Tai Fung,4.0,2463,2,Santa,90067,Los Angeles,0
498,Akuma Ramen & Sushi Bar,4.0,456,2,Santa,90046,West Hollywood,1
499,Chubby Cattle,4.5,331,2,W,91754,Monterey Park,1
500,Yeon Omakase and Sushi,5.0,10,0,Wilshire,90010,Los Angeles,1
501,Sushi N Go,4.0,911,1,Imperial,90650,Norwalk,1
502,Sweetfin,4.0,1231,2,Broadway,90401,Santa Monica,1
503,Hanzo Sushi,3.5,247,2,N,91340,San Fernando,1
504,TAO Asian Bistro,4.0,1553,3,Selma,90028,Los Angeles,0
505,Heemo Sushi,4.5,159,2,E,91010,Duarte,1
506,Moto Sushi,4.0,516,2,N,91202,Glendale,1
507,O Sushi,4.5,437,2,Soledad,91351,Santa Clarita,1
508,All That Sushi,4.5,376,2,Pomona,91709,Chino Hills,1
509,Izakaya Gazen,4.0,448,2,E,90012,Los Angeles,1
510,Akira Sushi,5.0,32,0,Ventura,91604,Los Angeles,1
511,Tempura Endo,4.0,117,4,S,90210,Beverly Hills,1
512,Sushi Raku,4.0,310,2,Kanan,91301,Agoura Hills,1
513,Kisetsu Restaurant,4.5,37,0,W,91711,Claremont,1
514,etta,4.5,880,0,Washington,90232,Culver City,1
515,Sushi Hanada,4.5,378,2,W,93041,Port Hueneme,1
516,Bandit Brews & Sushi Hand Rolls,4.5,44,2,Melrose,90046,Los Angeles,1
517,Kogane,4.0,59,4,S,91803,Alhambra,1
518,Saikai Ramen Bar,4.5,299,2,N,90004,Los Angeles,1
519,Fresh In The Box,4.0,479,2,Washington,90066,Los Angeles,1
520,Suban Sushi & Ramen,5.0,64,2,Sherman,91303,Canoga Park,1
521,Cassia,4.0,1328,3,7th,90401,Santa Monica,1
522,"Kaiba Japanese Ramen, Sushi & Grill",4.5,2760,2,N,92801,Anaheim,0
523,ROK Sushi Kitchen,3.5,738,2,Hermosa,90254,Hermosa Beach,1
524,Okane Umi,4.5,424,2,Pacific,90717,Lomita,1
525,Inaba Restaurant,4.0,510,2,Hawthorne,90503,Torrance,1
526,Ohshima Japanese Cuisine,4.5,2572,4,N,92865,Orange,0
527,Shibumi,3.5,395,4,South,90014,Los Angeles,1
528,Savida,5.0,120,0,Montana,90403,Santa Monica,1
529,Miyako Restaurant,3.5,210,2,Ocean,90405,Santa Monica,1
530,Lobster & Beer,4.0,1151,2,Motor,90034,Los Angeles,1
531,Kura Revolving Sushi Bar,4.0,333,2,Galleria,91210,Glendale,1
532,Washoku of LA,4.5,26,3,Ventura,91604,Los Angeles,1
533,Sushi Dake,4.0,338,2,W,91506,Burbank,1
534,Sushi One Spot,4.5,242,2,Monte,91763,Montclair,1
535,Hikari Sushi,4.0,636,2,Verdugo,91020,Montrose,1
536,Kamis Sushi,4.5,195,2,S,91765,Diamond Bar,1
537,Ichiban Sushi,3.5,406,2,New,90241,Downey,1
538,California Roll & Sushi,3.0,166,2,Bristol,90232,Culver City,1
539,Kaviar Los Angeles,4.5,157,0,S,90013,Los Angeles,1
540,Kanpachi Sushi & Sake,4.5,73,0,S,90248,Gardena,1
541,Taihei,4.0,550,2,S,91754,Monterey Park,1
542,Zuma Pop Up at Inko Nito,5.0,1,0,S,90012,Los Angeles,1
543,King Sushi and Teriyaki,4.5,118,1,Telegraph,90660,Pico Rivera,1
544,Steve's Steakhouse,4.0,1258,3,Crescent,90704,Avalon,1
545,Lonzo's Restaurant,4.5,891,2,Washington,90232,Culver City,1
546,Tokoro sushi,4.0,638,2,Fair,91030,South Pasadena,1
547,Sushi Song,4.0,416,2,Copperhill,91350,Santa Clarita,1
548,The Rooftop by JG,4.0,694,3,Wilshire,90210,Beverly Hills,1
549,MB Sushi,5.0,50,0,Ventura,91423,Sherman Oaks,1
550,Got Sushi & King's burgers,4.0,1783,2,Reseda,91324,Northridge,0
551,Sai Sushi,4.5,413,2,Yorba,92887,Yorba Linda,1
552,Sushi Park,4.0,273,4,Sunset,90069,West Hollywood,1
553,"Kaiba Japanese Ramen, Sushi & Grill",4.5,1274,2,E,91106,Pasadena,1
554,Roll & Teriyaki,4.5,42,0,Somerset,90723,Paramount,1
555,Tomomi Sushi,4.0,1494,2,W,91801,Alhambra,0
556,SanSai Japanese Grill,3.5,201,1,Lindbrook,90024,Los Angeles,1
557,Daru Sushi,4.5,390,2,Clark,90706,Bellflower,1
558,Matsuri,4.0,627,2,E,91106,Pasadena,1
559,Sushi Mafia,4.5,530,2,E,90802,Long Beach,1
560,Dollar Hits,4.0,606,1,W,90026,Los Angeles,1
561,O Sushi,3.0,195,2,Santa,90025,Los Angeles,1
562,Top Sushi,4.5,451,2,De,91304,Canoga Park,1
563,Kumi,2.5,6,0,Broadway,90401,Santa Monica,1
564,Go's Mart,4.5,467,4,Sherman,91303,Canoga Park,1
565,Crudo e Nudo,4.0,154,2,Main,90405,Santa Monica,1
566,Sea Salt Poke,4.0,543,2,W,90064,Los Angeles,1
567,Ki Sushi & Sake Bar,4.5,940,2,Beach,90621,Buena Park,1
568,Sun Sushi Bar & Japanese Cuisine,4.0,563,2,Reseda,91324,Northridge,1
569,O-Sho Sushi,4.0,185,2,N,90266,Manhattan Beach,1
570,Agua Chiles Sushi Bar,3.5,743,2,Reseda,91324,Northridge,1
571,Akii Sushi,4.5,63,2,Cherry,90807,Long Beach,1
572,Sushiya On Sunset,3.5,391,2,W,90069,West Hollywood,1
573,Sushi Loco,4.5,40,2,Long,90805,Long Beach,1
574,Bluemaki Sushi,4.0,176,2,10th,93551,Palmdale,1
575,Happy Sushi,4.5,130,2,W,90247,Gardena,1
576,Sung Shogun,5.0,28,0,S,90006,Los Angeles,1
577,Kaze Sushi,4.5,213,2,10th,93551,Palmdale,1
578,Sushi Fresh Japanese Restaurant,4.0,489,2,Pickwick,93010,Camarillo,1
579,9 Style Sushi,4.0,424,2,Avenida,92672,San Clemente,1
580,Sushi Me,4.0,477,2,W,91801,Alhambra,1
581,Kahuna Tiki,4.0,834,2,Magnolia,91601,North Hollywood,1
582,Cho Oishi,3.0,513,2,Hollywood,90028,Los Angeles,1
583,The Bop,5.0,85,0,W,90048,Los Angeles,1
584,Sushiya,4.5,200,2,W,91773,San Dimas,1
585,Sake 2 Me Sushi,4.0,614,2,Cochran,93063,Simi Valley,1
586,La Conde - Santa Monica,3.5,637,0,Wilshire,90403,Santa Monica,1
587,Kinn,4.5,118,4,W,90020,Los Angeles,1
588,Ha Sun Saeng - Master Ha,4.5,390,2,S,90006,Los Angeles,1
589,Krudos Sushi & Modern Kitchen,4.0,192,2,Durfee,91733,South El Monte,1
590,Blufish Sushi & Grill,5.0,1,0,Selmaraine,90230,Culver City,1
591,Sushi & Teriyaki Plus,4.5,161,2,Imperial,90242,Downey,1
592,Sushi Don,4.0,444,2,Laurel,91607,Valley Village,1
593,Pine & Crane,4.5,2872,2,Griffith,90026,Los Angeles,0
594,Kumano Sushiya,4.5,183,2,S,90275,Rancho Palos Verdes,1
595,Rock'N Fish,4.0,1637,2,Manhattan,90266,Manhattan Beach,0
596,Tak-e sushi & rolls,4.0,139,2,Figueroa,90745,Carson,1
597,Shojin Downtown,4.0,1975,3,S,90013,Los Angeles,0
598,Kozo Sushi Japanese Sushi Kitchen,4.0,44,2,Crenshaw,90505,Torrance,1
599,SanSai,3.5,165,1,Santa,90404,Santa Monica,1
600,Poke Me,4.0,718,2,Westwood,90024,Los Angeles,1
601,Kazama Sushi,4.5,1297,2,N,91711,Claremont,1
602,Maru Maki Sushi,4.0,1232,2,E,90802,Long Beach,1
603,Ahi Sushi,4.0,510,2,Ventura,91604,Studio City,1
604,Sushi Ko,3.5,491,2,Rinaldi,91326,Porter Ranch,1
605,Momota Ramen House,4.0,320,2,S,90007,Los Angeles,1
606,Tatsu Ramen,4.0,3799,2,Sawtelle,90025,Los Angeles,0
607,Little Sister,4.0,1795,2,W,90017,Los Angeles,0
608,Namisen Sushi,4.5,101,0,Topanga,91311,Chatsworth,1
609,Kagura,4.0,829,2,Cabrillo,90501,Torrance,1
610,Mutsumi,4.0,502,3,Devonshire,91311,Chatsworth,1
611,Show Sushi,4.5,630,2,Centerpointe,90623,La Palma,1
612,Sushi West,4.0,612,2,Atlantic,90807,Long Beach,1
613,Kai Sushi,4.5,402,2,E,92865,Orange,1
614,Sachi Sushi,4.5,112,0,Santa,90069,West Hollywood,1
615,Il Segreto Ristorante Belair,4.0,148,3,Beverly,90077,Los Angeles,1
616,Tar & Roses,4.5,2547,3,Santa,90401,Santa Monica,0
617,Providence,4.5,2919,4,Melrose,90038,Los Angeles,0
618,Izakaya Tonchinkan,4.5,259,2,W,91007,Arcadia,1
619,Harbour Japanese Restaurant,3.5,702,2,10th,93551,Palmdale,1
620,Oh! Oh! Sushi & Teriyaki,4.5,170,2,Sepulveda,91411,Van Nuys,1
621,Bao Dim Sum House,4.0,3464,2,Beverly,90048,Los Angeles,0
622,Hoka Hoka Sushi & Sake,4.0,567,2,Torrance,90277,Redondo Beach,1
623,Oki Doki Roll & Sushi,4.5,136,2,N,92821,Brea,1
624,Crazy Fish,3.0,595,2,West,90212,Beverly Hills,1
625,Anju House,4.5,8,0,S,90004,Los Angeles,1
626,Sakura Sushi & Roll,3.5,725,2,S,90640,Montebello,1
627,ROL Hand Roll Bar by Kei Concepts ,4.5,984,0,Warner,92647,Huntington Beach,1
628,Zeppin Sushi,4.0,368,3,Ventura,91436,Encino,1
629,Kiwami by Katsu-Ya,4.0,757,3,Ventura,91604,Studio City,1
630,Sushi Planet -Moorpark,4.0,217,2,New,93021,Moorpark,1
631,Irassae sushi,4.5,554,2,Adams,92646,Huntington Beach,1
632,Sushi Story - Castaic,4.0,337,2,Hasley,91384,Castaic,1
633,Kashira Sushi,4.0,394,2,S,90010,Los Angeles,1
634,Hikari Sushi,4.0,74,3,Lindero,91362,Westlake Village,1
635,Raku Roll & Teriyaki,4.5,213,2,Norwalk,90601,Whittier,1
636,Boss Sushi,3.5,537,2,S,90211,Beverly Hills,1
637,O Sushi & Grill,4.5,417,2,Via,91773,San Dimas,1
638,The Misfit Restaurant + Bar,4.0,4355,2,Santa,90401,Santa Monica,0
639,Kye's,4.0,435,2,Santa,90025,Los Angeles,1
640,Seaweed Hand Roll Bar,4.0,280,3,N,91203,Glendale,1
641,Toyo Sushi,4.0,432,2,W,90501,Torrance,1
642,Catch LA,3.5,3683,3,Melrose,90069,West Hollywood,0
643,Ramen Melrose,4.0,288,2,Melrose,90038,Los Angeles,1
644,Midori Sushi,3.5,1165,2,Ventura,91423,Sherman Oaks,1
645,Niku X,4.5,212,4,Wilshire,90017,Los Angeles,1
646,Achita Sushi,4.5,473,2,Soledad,91350,Santa Clarita,1
647,Sushi Sazanami,4.5,216,2,Riverside,91423,Los Angeles,1
648,Ospi,4.5,738,3,Pacific,90291,Venice,1
649,Sushi Katsu-Ya Northridge,4.0,614,2,Reseda,91324,Nothridge,1
650,Casa De Sushi,4.0,112,0,The,91381,Newhall,1
651,Moonshadows,4.0,2887,3,Pacific,90265,Malibu,0
652,Marugame Udon - Sawtelle,4.0,1830,2,Sawtelle,90025,Los Angeles,0
653,Mikomi Sushi - West Covina,4.5,636,2,Plaza,91790,West Covina,1
654,California Bowl,3.5,193,1,N,90029,Los Angeles,1
655,Sushi On Fire,4.0,2445,2,Main,92648,Huntington Beach,0
656,Miya Sushi,4.5,434,2,Laurel,91607,Valley Village,1
657,Matu,4.5,302,4,S,90212,Beverly Hills,1
658,Kanbai Sushi,3.5,20,0,S,90006,Los Angeles,1
659,Hanabishi By Kyushu Ramen,3.5,1110,2,Sherman,91406,Van Nuys,1
660,Tsujita LA Artisan Noodle,4.0,4716,2,Sawtelle,90025,Los Angeles,0
661,Susuru Ramen Bar,5.0,118,2,Hollywood,90027,Los Angeles,1
662,Holbox,5.0,782,2,S,90007,Los Angeles,1
663,Kamon Sushi,4.0,988,2,Colima,91748,City of Industry,1
664,Tosai Sushi,3.5,44,0,Santa,90067,Los Angeles,1
665,Blufish Sushi & Grill,4.0,597,2,S,90501,Torrance,1
666,San Shi Go Laguna Beach,4.0,577,2,S,92651,Laguna Beach,1
667,Yuko Kitchen DTLA,4.5,471,2,W,90013,Los Angeles,1
668,Blue Fish Entertainment,5.0,1,0,Ocean,90401,Santa Monica,1
669,Robata Bar,4.0,260,3,Ocean,90401,Santa Monica,1
670,Iron Teapot Dim Sum & Bar,4.0,655,3,Venice,90034,Los Angeles,1
671,Mom & Bop,4.5,206,2,Pico,90405,Santa Monica,1
672,Sushi and Wasabi,4.0,321,2,Kanan,91301,Agoura Hills,1
673,Sushi Eyaki,3.5,499,2,Wilshire,90036,Los Angeles,1
674,Krack N Krab,4.5,210,2,N,90004,Los Angeles,1
675,Lucky Tacoshi,4.0,19,0,Santa,90067,Los Angeles,1
676,Aikan Sushi,5.0,22,0,E,90815,Long Beach,1
677,SUGARFISH by sushi nozawa,4.0,975,3,Commons,91302,Calabasas,1
678,No. 1 Sushi & Roll,4.5,89,2,Lomita,90717,Lomita,1
679,Matsui,4.0,628,2,S,90501,Torrance,1
680,Blue Fin Sushi Roll,4.0,149,2,Mission,91030,South Pasadena,1
681,Maui Sushi & Teriyaki,4.0,489,2,Lakewood,90240,Downey,1
682,Miso Sushi & Grill,4.5,339,2,Central,91710,Chino,1
683,Alibi Room,4.0,1553,2,W,90066,Los Angeles,0
684,Sawtelle Tempura House,4.0,300,2,Sawtelle,90025,West Los Angeles,1
685,Honsan Sushi & Grill,5.0,104,2,Crown,92677,Laguna Niguel,1
686,Kaya Sushi,3.5,427,2,Washington,90292,Marina Del Rey,1
687,Silverlake Ramen,4.0,3700,2,W,90026,Los Angeles,0
688,Something's Fishy,4.0,795,3,Ventura,91364,Woodland Hills,1
689,Crazy Rock'N Sushi - Covina,4.0,1704,2,Arrow,91722,Covina,0
690,Azuma Japanese Restaurant,4.5,1004,2,S,90247,Gardena,1
691,Chopstix Bento & Roll,4.0,180,1,Washington,90640,Montebello,1
692,Makiyaki Sushi & Izakaya,4.5,61,2,Halliburton,91745,Hacienda Heights,1
693,Uoichiba Handroll Bar,3.5,9,0,Culver,90232,Culver City,1
694,E⁺ MON,4.5,222,2,Agoura,91361,Westlake Village,1
695,Mr. Sushi,4.0,1342,2,Valencia,91355,Valencia,1
696,Roll Spot,4.5,131,2,Astronaut,90012,Los Angeles,1
697,Sushi Yusho,4.0,221,2,Michael,91320,Newbury Park,1
698,Yagumo Sushi,4.0,332,2,Vanowen,91405,Van Nuys,1
699,Leona's,3.5,55,0,Ventura,91604,Studio City,1
700,Yen Sushi & Sake Bar,4.0,434,2,Ventura,91604,Studio City,1
701,SUGARFISH By Sushi Nozawa,4.0,1515,3,S,91101,Pasadena,0
702,J Sushi,4.5,24,2,E,90746,Carson,1
703,Uovo - Marina del Rey,4.5,370,2,Admiralty,90292,Marina Del Rey,1
704,Mui sushi,4.5,23,0,Florence,90201,Bell Gardens,1
705,Fansea Sushi,4.5,116,0,Rosecrans,90266,Manhattan Beach,1
706,Izakaya M,3.5,557,2,Ventura,91423,Sherman Oaks,1
707,EBISU Sushi & Teriyaki,3.5,145,2,Wilshire,90048,Los Angeles,1
708,Dake Sushi,4.0,102,0,Cochran,93065,Simi Valley,1
709,Slurpin' Ramen Bar - Los Angeles,4.5,5502,2,W,90005,Los Angeles,0
710,Zono Sushi,4.0,548,2,N,91206,Glendale,1
711,SushiEn,4.0,102,2,S,90022,East Los Angeles,1
712,Red Salmon,3.5,615,2,W,93536,Lancaster,1
713,Little Tokyo Sushi,4.0,62,1,S,90013,Los Angeles,1
714,Kai Ramen North Hollywood,4.0,263,2,Lankershim,91601,San Fernando Valley,1
715,Meat on rice,5.0,29,0,N,90004,Los Angeles,1
716,Hirosa Sushi & Japanese Cuisine,4.5,267,2,1/2,91325,Los Angeles,1
717,Manhattan Beach Post,4.5,3675,2,Manhattan,90266,Manhattan Beach,0
718,Aburi Sushi,4.0,2069,3,On,90620,Buena Park,0
719,Kaigen,4.0,393,3,N,92865,Orange,1
720,Joy,4.5,1480,2,York,90042,Los Angeles,0
721,So Sushi Also,4.5,248,2,Ventura,91364,Woodland Hills,1
722,Found Oyster,4.5,276,0,Fountain,90029,Los Angeles,1
723,Mika Sushi,4.0,230,2,Las,93010,Camarillo,1
724,Show Sushi,4.0,2349,2,W,91773,San Dimas,0
725,Sushinaloa,3.0,147,2,Long,90262,Lynwood,1
726,Sumo Japanese Restaurant,4.0,805,2,Newbury,91320,Newbury Park,1
727,Sushi Sai,4.0,178,2,S,91754,Monterey Park,1
728,Sakana Sushi & Izakaya,3.5,16,2,Florence,90240,Downey,1
729,Kushiyu,4.0,994,3,Ventura,91356,Tarzana,1
730,GOZEN - Japanese Sake Bistro,4.0,65,0,N,90048,West Hollywood,1
731,Queen Taco & Sushi,4.0,162,2,Atlantic,90280,South Gate,1
732,OJI Sushi & Sake Bar,4.0,853,2,E,91101,Pasadena,1
733,Shinkai Sushi Japanese Fusion,4.5,126,3,W,91801,Alhambra,1
734,The Six Chow House Studio City,4.5,3177,2,Ventura,91604,Studio City,0
735,Nabeeya,4.5,348,2,S,90014,Los Angeles,1
736,Oni Sushi,4.5,294,2,N,91711,Claremont,1
737,Jimmysugi,5.0,10,0,E,90012,Los Angeles,1
738,Sushi Nikkei - Bixby Knolls ,4.5,200,3,Atlantic,90807,Long Beach,1
739,Hinoki & The Bird,3.5,1556,4,W,90067,Los Angeles,0
740,Mr. Tempo Cantina,4.0,179,0,Hollywood,90028,Los Angeles,1
741,Kopan Sushi & Ramen Bar - Glendale,4.0,1185,2,N,91203,Glendale,1
742,Asaka Sushi & Grill,4.0,527,2,S,90277,Redondo Beach,1
743,Goldfish Japanese Restaurant,3.5,660,2,Rancho,93551,Palmdale,1
744,Anaba,4.0,964,2,S,93035,Oxnard,1
745,hibi by Kabuki,5.0,18,0,W,90006,Los Angeles,1
746,O Fine Japanese Cuisine,4.5,521,3,,92651,Laguna Beach,1
747,SUGARFISH by sushi nozawa,4.0,1169,3,Ventura,91604,Studio City,1
748,Sushi With Attitude,4.5,151,2,W,90007,Los Angeles,1
749,Sushi Shiro,4.0,568,2,W,91786,Upland,1
750,Starfish Sushi,3.5,673,2,Firestone,90241,Downey,1
751,Duke's Malibu,4.0,3213,2,Pacific,90265,Malibu,0
752,Sushi Tanaka,5.0,232,4,Cochran,93063,Simi Valley,1
753,Asakuma Beverly Hills,3.0,96,2,S,90211,Beverly Hills,1
754,Orange Roll & Sushi,4.0,1142,2,S,92805,Anaheim,1
755,Kappo Irifune,4.5,241,2,Cabrillo,90501,Torrance,1
756,Sushi Mac,3.5,614,1,Ventura,91403,Sherman Oaks,1
757,Sushi On Fire,4.0,746,2,E,90803,Long Beach,1
758,Hako,4.5,784,2,Irvine,92620,Irvine,1
759,Eigikutei,4.5,13,4,E,90012,Los Angeles,1
760,Sato Sushi,4.5,702,2,E,91786,Upland,1
761,Sola Japanese Izakaya Dining,4.5,225,2,Ventura,91436,Encino,1
762,Octopus Japanese Restaurant,4.0,1689,2,Artsakh,91206,Glendale,0
763,Sushi Ken,4.0,147,3,Hawthorne,90505,Torrance,1
