Name,Rating,Reviews,Price,Location,ReviewsData
Sushi Enya - Marina Del Rey,4.5,196,$$$,"{'address1': '123 Washington Blvd', 'address2': None, 'address3': '', 'city': 'Marina del Rey', 'zip_code': '90292', 'country': 'US', 'state': 'CA', 'display_address': ['123 Washington Blvd', 'Marina del Rey, CA 90292']}","['What a fabulous modern yet traditional in manner sushi house! A true gem.  Absolutely everything here is a delightful experience. \n\nThis location is...', ""Sushi Enya! One of my favorite and one of most consistent sushi places in my opinion. I've been to both the Little Tokyo & Pasadena locations, but this is..."", ""Went to sushi enya last night and was blown away by my experience. We ordered all sushi - no rolls - and the fish was sooo good, so fresh!!!! We haven't...""]"
Shiki Sushi,4.0,1371,$$,"{'address1': '12745 Ventura Blvd', 'address2': None, 'address3': '', 'city': 'Studio City', 'zip_code': '91604', 'country': 'US', 'state': 'CA', 'display_address': ['12745 Ventura Blvd', 'Studio City, CA 91604']}","[""Great sushi ! \nI love thier rolls they are so fresh and yummy \nI am so glad I found this place it's so close to my house and their service is always good."", 'Used to love going here back in the day. Wanted to order through a delivery service. They have ""sushi combo"" with no description. So I called and the guy...', 'Great place!\nI love their rolls and everything is so fresh.\nThey have an amazing waitress as well .\nThey have also special rolls .']"
HRB Experience,4.0,339,$$,"{'address1': '10250 Santa Monica Blvd', 'address2': None, 'address3': 'Westfield Century City Mall', 'city': 'Los Angeles', 'zip_code': '90067', 'country': 'US', 'state': 'CA', 'display_address': ['10250 Santa Monica Blvd', 'Westfield Century City Mall', 'Los Angeles, CA 90067']}","['Sushi was fresh quick and delicious. The service was amazing as well. Will come back again', 'I came to HRB for lunch because I was ima sushi mood and I am really happy I did. I got the citrus salmon and Otoro Hand roll. It was beautiful. Great...', 'I ordered the otoro sashimi, which was amazing because it came with tiny sprouts. I also ordered the salmon hand roll, which was quite small, but it matched...']"
Niku Nashi Sushi,5.0,39,N/A,"{'address1': '7302 Melrose Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['7302 Melrose Ave', 'Los Angeles, CA 90036']}","[""If you haven't tried Chef Niko's All Vegan creations you need to RUN to Niku Nashi!! Everything was absolutely beautiful and extremely delicious. They even..."", 'This is my favorite spot to eat and get some drinks in LA. The restaurant is beautiful inside with very tall ceilings and mirrors to make it feel bigger....', 'The sushi and cocktails were delicious! Friendly staff, good service, and overall great atmosphere! We will definitely be back!']"
AZAI SUSHI,4.5,59,N/A,"{'address1': '467 N Canon Dr', 'address2': '', 'address3': '', 'city': 'Beverly Hills', 'zip_code': '90210', 'country': 'US', 'state': 'CA', 'display_address': ['467 N Canon Dr', 'Beverly Hills, CA 90210']}","['I was looking for something to order that would keep my uber eats delivery total less than  $20. Did not think that was possible with sushi but then I found...', 'I found out about Azai Sushi from a delivery app. I have not had sushi in such a long time due to the pandemic that I decided to give it a try. I ordered...', 'Not until recently did I realize that this great sushi locale goes by several names. The names depend on how you acquire their delicious food. For dine in,...']"
So Sushi,4.5,1059,$$,"{'address1': '19596 Ventura Blvd', 'address2': '', 'address3': '', 'city': 'Tarzana', 'zip_code': '91356', 'country': 'US', 'state': 'CA', 'display_address': ['19596 Ventura Blvd', 'Tarzana, CA 91356']}","['This place is always tasty. \nVery consistent in quality and taste. \n\nService is just ok though.', 'Very small restaurant! Very lowkey and pretty basic decor, which is great for me. Never judge the book by its cover is definitely true! \n\nThe food is very...', 'So nasty* sushi. \n\nIt seems like at one point this sushi spot might have been pretty good, but now... nothing is okay. \n\nFirst of all, place looks like a...']"
Sushi Dan,4.0,1832,$$,"{'address1': '11056 Ventura Blvd', 'address2': '', 'address3': '', 'city': 'Studio City', 'zip_code': '91604', 'country': 'US', 'state': 'CA', 'display_address': ['11056 Ventura Blvd', 'Studio City, CA 91604']}","['I was in Studio City, tons of places to eat.  I wanted sushi so Yelp app came up with 2 highly rated places so I flipped a coin. \n\nThis is located in a...', 'For our party of 6+ they charged 20% gratuity automatically but on the tax as well, which makes it like a 22% gratuity.  I""ve never seen a place charge...', ""The place isn't look like in the photos. \nSweet people, nice service. \nThe food is okay, I have been in better sushi places. \nThe prices are reasonable.""]"
Kanpai Japanese Sushi Bar & Grill 2,4.0,814,$$,"{'address1': '8736 S Sepulveda Blvd', 'address2': 'Ste C', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['8736 S Sepulveda Blvd', 'Ste C', 'Los Angeles, CA 90045']}","['This is a hidden gem. I highly recommend both locations. They have a wide selection of sushi and sashimi. Their fish is extremely fresh.  Their ramen is...', 'Lots of food line up on their menu. \nLittle bit pricey. But most of dishes are tasty.\nRecommend Ramen noodle. That is very good!\nAlways busy better to make...', ""This location is close to LAX so it has become my go to whenever I landed LAX after my trips. Been a few times and there's usually no waits - everything...""]"
Masakazu,4.0,111,$$$$,"{'address1': '1911 Westwood Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['1911 Westwood Blvd', 'Los Angeles, CA 90025']}","['Ambiance\n- Intimate and clean atmosphere. Light-colored sushi bar and furnitures made us feel refreshed.\n\nService\n- Chef focuses on the quality of sushi,...', 'What a gargantuan letdown! \n\nI was soooooo looking forward to a great sushi omakase dinner tonight after a pleasant visit to my doctor that afternoon....', ""Came for dinner to celebrate Valentine's Day and unfortunately, left unimpressed. The portion sizes are small - even after the 13 courses my boyfriend and I...""]"
Sushi Nishi,4.0,547,$$,"{'address1': '26799 Agoura Rd', 'address2': 'Ste 1', 'address3': '', 'city': 'Calabasas', 'zip_code': '91302', 'country': 'US', 'state': 'CA', 'display_address': ['26799 Agoura Rd', 'Ste 1', 'Calabasas, CA 91302']}","['Happy to have found a new sushi spot that delivers quality sushi and friendly prompt service.\n\nI came for lunch on a weekday right at opening and was...', ""Haven't been back in a couple of years.  Prices are higher, quality lower.  The first thing I noticed was that we did not receive the traditional Japanese..."", ""They jacked up the prices of all their food by $5 out of nowhere. The prices were the same and normal just last week, and now they're overcharging for...""]"
Katana,4.0,2107,$$$,"{'address1': '8439 W Sunset Blvd', 'address2': '', 'address3': '', 'city': 'West Hollywood', 'zip_code': '90069', 'country': 'US', 'state': 'CA', 'display_address': ['8439 W Sunset Blvd', 'West Hollywood, CA 90069']}","['Had a great night at Katana with my girlfriend on a date night! The food was great, I loved the sashimi. The crispy popcorn shrimp was also amazing. The...', 'David is the best he recommended the best dishes everr!! Delishhhh definitely coming back again!! \n\nPopcorn shrimp \nHanabi \nLobster men\nLamb chops \nHammer...', ""David was our server tonight and didn't disappoint! He went through all of the night's specials and took extra care to ask about preferences before making...""]"
Sushi Zo | West Los Angeles,4.0,767,$$$$,"{'address1': '9824 National Blvd', 'address2': 'Ste C', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['9824 National Blvd', 'Ste C', 'Los Angeles, CA 90034']}","[""Sushi Zo delivers still some of the best sushi I've had in my life!! Each individual grain of rice is so well seasoned! Their portion of fish to rice is..."", '3.5 stars \n\nSome dishes are fantastic as always, sushi zo has their own unique approach. Most fishes are of quality. Sauce overpowered some dishes. Can work...', 'I did the omakase lunch and all the fish was really fresh. The chef gave a great description of where the fish is from in Japan and how it should be eaten....']"
Sunny Blue,4.0,499,$,"{'address1': '12608A Washington Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['12608A Washington Blvd', 'Los Angeles, CA 90066']}","[""Solid place if you're looking for a yummy on the go rice ball!\n\nFood: Large variety of rice ball flavors here all packed with unique delicious flavors. This..."", 'Pros\n-seating are outside\nCons\n-even after asking for less rice they still have a ton of rice in the onigiri\n-skimpy on the filling\n-pricey', ""I recently hit up this sushi spot and let me tell you, it did not disappoint. It's a popular spot - there was a line out the door! Don't let that deter you...""]"
Yabu Restaurant,4.0,484,$$,"{'address1': '11820 W Pico Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90064', 'country': 'US', 'state': 'CA', 'display_address': ['11820 W Pico Blvd', 'Los Angeles, CA 90064']}","['Soba - good but nothing special. A friend said they came here a decade ago and they had the best soba. Maybe it was an off night\nTempura - fried well but...', 'Yabu is like a neighborhood Japanese spot serving lots of hot and cold noodles - soba, udon as well as some raw fish. Overall I love soba so I wanted to...', 'Love the food at this place. Such a classic the service is always fast and they always have the right game on.\nThey do everything really good love the broth...']"
Teru Sushi,4.0,907,$$,"{'address1': '11940 Ventura Blvd', 'address2': None, 'address3': '', 'city': 'Studio City', 'zip_code': '91604', 'country': 'US', 'state': 'CA', 'display_address': ['11940 Ventura Blvd', 'Studio City, CA 91604']}","[""I can't believe it's been over 10 years since we first stumbled upon this sushi restaurant in the neighborhood. And yet, every time I walk through its..."", ""This is a nice place for American-style sushi rolls and cute crudo dishes. Expect a lot of sauces, and heavy rice throughout. There's also plenty of garnish..."", ""One of the best sushi's I've had in a long time. \nWe came here spontaneously on a Saturday night and got lucky to be seated right away. Also I do have to...""]"
Hannosuke,3.5,401,$$,"{'address1': '3760 S Centinela Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['3760 S Centinela Ave', 'Los Angeles, CA 90066']}","['Whenever my wife and I are in the area, we make it a point to stop here and grab their tendon (ten-don, not the connective tissue for muscles).\n\nBe it the...', 'A few amazing things...\nThe soba\nThe tempura fried eggs\nThe white fish tempura\nThe sauce that comes with the order \n\nThe way they deliver food is always...', ""Don't know why it took me so long to discover this location! I used to be a frequent visitor to the old Hannosuke location inside the old Mitsuwa in...""]"
Sugarfish by Sushi Nozawa - Manhattan Beach,4.0,317,$$$,"{'address1': '304 12th St', 'address2': None, 'address3': None, 'city': 'Manhattan Beach', 'zip_code': '90266', 'country': 'US', 'state': 'CA', 'display_address': ['304 12th St', 'Manhattan Beach, CA 90266']}","['Wow wow wow! Where do I even begin!? First of all, I had no idea that there was a Sugarfish in Manhattan Beach! That alone was mind-blowing for me. It is...', 'This is not the authentic experience they advertise. I ordered the ""Don\'t think, just eat."" \nThe first dish was tuna with ponzu sauce, the tuna was pretty...', 'Love the location of this restaurant. The beach is right down the street and you can catch amazing sunsets from right outside. \n\nThe sushi speaks for...']"
Tom's Sushi House,4.0,441,$$,"{'address1': '12227 Santa Monica Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['12227 Santa Monica Blvd', 'Los Angeles, CA 90025']}","[""My favorite guilty pleasure when I need to treat myself since this is nice local sushi spot.\n\nSince I live near here, it's always been a nice walk to pick..."", ""Toms Sushi House is a wonderful casual restaurant if you're looking for food that isn't super cheap but not super expensive - the perfect middle. \n\nI've..."", ""Who would've thought that such a tiny and rundown shack in the middle of a rundown plaza would serve such amazing food? At first glance, I don't even know...""]"
Kenbey Sushi,4.5,42,N/A,"{'address1': '4339 Sunset Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90029', 'country': 'US', 'state': 'CA', 'display_address': ['4339 Sunset Blvd', 'Los Angeles, CA 90029']}","['Kenji. The man, the myth, the legend.\n\nWhen his previous restaurant, Necco, shut down, I was lowered into an abyss of sadness that only a food lover robbed...', ""Huge fan. \n\nJust walked out from an experience. Uni as good as I've ever had, I learned about a new fish (that I ate) from Kenji the chef. I have since..."", ""Friendly service and delicious food. Decor isn't exciting but it's clean and minimal. \nThe only thing that I found odd is that the whole sushi bar is...""]"
Japonica - Hermosa Beach,4.5,360,$$,"{'address1': '1314 Hermosa Ave', 'address2': None, 'address3': '', 'city': 'Hermosa Beach', 'zip_code': '90254', 'country': 'US', 'state': 'CA', 'display_address': ['1314 Hermosa Ave', 'Hermosa Beach, CA 90254']}","['This establishment was amazing, food was delicioco and looked gorgina! Food came faster than the speed of light and we will be adding to the gram, the tok,...', ""Will drive from San Diego for that Tan Tan Ramen. Holy **** it was the most delicious ramen I've ever had! Came to Hermosa Beach for my fiancé's birthday..."", ""I was hoping to like this place because it's dog friendly and my buddy was raving about them, especially the soy sauce. It's not bad but Im not sure id come...""]"
Sushi Mashiko,4.0,174,$$,"{'address1': '10726 Jefferson Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['10726 Jefferson Blvd', 'Culver City, CA 90230']}","['Ambiance: small family style sushi place, they take reservations in advance, the tables get fill in quickly at night \n\nService: very friendly and attentive,...', 'Great find! The sushi was delicious and felt authentic. Will be coming back again. I highly recommend this place.', 'I love Sushi Mashiko. When I first came across it on Yelp, I just had a good feeling about it. \n\nFirst off, from what the reviews said, this place has...']"
Takeshy town,4.0,11,N/A,"{'address1': '10113 Venice Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10113 Venice Blvd', 'Los Angeles, CA 90034']}","['Excellent!  Very friendly staff. Lionel gave me his card and talked about how the food and truck came together. He said my order would be ready in 12...', 'Love love loved the roll and the flavor! \nThe cheese on top of the Viejon was bomb!!\nThe size of the roll was too big I got full with 2-3 pieces since they...', 'Excellent food truck. The food was delicious,  been here twice already.  The prices are very fair for the area and for the quality and quantity. Will be...']"
OTTO SUSHI,4.5,77,N/A,"{'address1': '7205 Van Nuys Blvd', 'address2': None, 'address3': '', 'city': 'San Fernando Valley', 'zip_code': '91405', 'country': 'US', 'state': 'CA', 'display_address': ['7205 Van Nuys Blvd', 'San Fernando Valley, CA 91405']}","[""I finally found you, you are so delicious, welcoming, and I keep coming for more!\n\nI moved to Van Nuys 2 years ago and haven't been able to find a..."", 'Loved OTTO sushi!!! Cozy spot with nice decorations of pink cherry blossoms everywhere. \nRating for the food:\n\nSpicy Garlic Edamame 5/10\nNot the best mix of...', 'Randomly ordered delivery from this place. \n\nOne roll was completely inedible. The crispy garlic on top was black it was burned so bad and the albacore...']"
Sushi Zo  | Downtown Los Angeles,4.5,337,$$$$,"{'address1': '334 S Main St', 'address2': 'Ste 1106', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['334 S Main St', 'Ste 1106', 'Los Angeles, CA 90013']}","['Sushi Zo is an amazing establishment and well worth the money. They serve a 20+ course omakase that they design everyday based on the market supply, thus I...', 'This is the BEST omakase I have ever had in my life.\n\nWe made the reservation on Tock originally, $150 downpayment per person plus Tock fee. How it works is...', ""My husband and I decided to dine at Sushi Zo for our first year marriage anniversary. The location is not upscale - if you're not a native to DTLA, this...""]"
Kopan Sushi & Ramen Bar - Beverly Grove,4.0,356,$$,"{'address1': '8562 W 3rd St', 'address2': None, 'address3': None, 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8562 W 3rd St', 'Los Angeles, CA 90048']}","['Great lunch spot!\n\nI got the mango lover roll and it was yummy! The extra mango on the side was a treat. I also tried the Truffle Hunter Roll, which had...', ""To preface, I have been here twice. \n\n- food: \n1/5, some of the worst Japanese food I've ever had, definitely catered toward bland palettes (ok I get it,..."", 'I was looking for something casual and somewhat affordable for a lunch date after shopping, and this restaurant was perfect! It was easy to find, found...']"
Murakami,4.5,673,$$,"{'address1': '7160 Melrose Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7160 Melrose Ave', 'Los Angeles, CA 90046']}","[""After ordering takeout from here for many months at the behest of my partner, we finally got to go in person. I've always thought it was good for takeout -..."", ""Small spot on melrose.\n\nThe menu isn't extensive, so it doesn't take long to select what you want.\n\nPrices weren't bad, and the rolls were good."", 'I wish all sushi restaurants had build your own bowl options! \n\nI really enjoyed the quality of the fish and the many options to add!\n\nI got a bowl with...']"
Umigame Japanese Kitchen,4.5,511,$$,"{'address1': '13608 Ventura Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '91423', 'country': 'US', 'state': 'CA', 'display_address': ['13608 Ventura Blvd', 'Los Angeles, CA 91423']}","['Blown Away!! \n\nGreat food great service spectacular sushi 10/10 also the ambience is great Two P.S. get the sunshine and the lobster roll outstanding!!', 'I accidentally found this hidden gem while shopping in the area. The staff was friendly and service was fast. The food is outstanding! I met another patron...', ""Hundred percent would recommend \nThe staff are great, everyone is nice\nThe FOOD is great \nParking, Not so great but it's still a good place""]"
Sushi Takeda,4.5,116,$$$$,"{'address1': '123 Astronaut Ellison S Onizuka St', 'address2': 'Ste 307', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['123 Astronaut Ellison S Onizuka St', 'Ste 307', 'Los Angeles, CA 90012']}","[""It was the best sushi omakase I've had in a while.\n\nFirst of all, the sushi quality was so delicious, and the sushi selection was perfect.\n\nThe atmosphere..."", 'Pro tip: parking is not validated but you can purchase an item from the asian grocery store located in the plaza to make parking cheaper\n\nIncredible...', '性价比非常高的小店\n气氛温馨\n位置宽敞舒适\n服务认真\n午市$110一位的Omakase\n包括豆腐+腌渍圣女果+蒸蛋+10贯寿司+甜品寿司+柚子苏打水\n\n稍微温热的米饭软硬适中\n主厨捏的恰到好处\n即使用筷子夹也不会散\n山葵提鲜\n鱼生无论是腌渍还是烟熏都有各自的风味\n食材虽然普通...']"
Ariyoshi Sushi Cafe Izakaya,4.0,1217,$$,"{'address1': '5358 Wilshire Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['5358 Wilshire Blvd', 'Los Angeles, CA 90036']}","['Best food, best service. Irina is the best! Highly recommend! They have the best service, and food nearby.', ""erina is the best if you have anyone else i pray for you\nshe's fr the best good luck xoxo"", ""Always a pleasant experience with great staff and delicious specialty rolls. Come for their great happy hour from 3-10pm EVERYDAY! And they have TV's so you...""]"
Kombu Sushi,4.5,202,$$,"{'address1': '300 S Santa Fe Ave', 'address2': 'Ste Q', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['300 S Santa Fe Ave', 'Ste Q', 'Los Angeles, CA 90013']}","['I dined in alone the first time 3 weeks ago and have since been going once a week (with friends)! The quality and flavors here are on point. I like ordering...', ""Note: This is a DineLA Spring 2023 review.\n\nKombu is a stylish sushi spot in the Arts District that has the looks but didn't quite match up with the flavor..."", 'Kombu Sushi replaced a grain bowl restaurant in the Santa Fe apartments complex, but my wife and I still wanted to try it out since we used to come here...']"
Japonica - Redondo Beach,4.5,1468,$$,"{'address1': '1304 1/2 S Pacific Coast Hwy', 'address2': '', 'address3': '', 'city': 'Redondo Beach', 'zip_code': '90277', 'country': 'US', 'state': 'CA', 'display_address': ['1304 1/2 S Pacific Coast Hwy', 'Redondo Beach, CA 90277']}","['Our family has been coming to Japonica for over over 4 year. Not only is the service great and they are fast but the food is phenomenal and never...', 'Super beautiful place with great hosts and workers! Everyone was super sweet and checked up on us at appropriate times. The food was delicious and came...', 'Wife and I had a wonderful experience at Japonica. The eats were delicious and the staff  was amazing! If we happen to be in the area again we will...']"
Toshi Sushi,4.5,122,$$,"{'address1': '1725 W Redondo Beach Blvd', 'address2': '', 'address3': None, 'city': 'Gardena', 'zip_code': '90247', 'country': 'US', 'state': 'CA', 'display_address': ['1725 W Redondo Beach Blvd', 'Gardena, CA 90247']}","[""I've always enjoyed my experience at Toshi Sushi, an authentic  local Gardena hidden gem imo so I was excited to come for Mother's Day! Somewhat new to the..."", 'My friends and I went to a previous sushi restaurant before coming here, but had to change locations due to an overwhelming wait time. Searching up the...', 'Ambiance: spacious Japanese restaurant, high ceiling industrial base touched with traditional decorations and modern elements, private parking lot shared...']"
Jinpachi,4.5,427,$$$,"{'address1': '8711 Santa Monica Blvd', 'address2': None, 'address3': '', 'city': 'West Hollywood', 'zip_code': '90069', 'country': 'US', 'state': 'CA', 'display_address': ['8711 Santa Monica Blvd', 'West Hollywood, CA 90069']}","[""I love this place. They have some of the best and most fresh sushi. You can't go wrong with any of the sushi or sashimi that they have to offer. \n\nThey..."", ""Jinpachi serves up terrific and fresh sushi and sashimi, mostly in classic styles. It's a small sushi bar that people sit around with a few ground floor..."", 'Be prepared to $$$$pend. \nDecided to come here for dinner with a friend after not having been here for a few years. \nWe ordered miso soups, cucumber seaweed...']"
Sushi Katsu-Ya Studio City,4.0,1324,$$,"{'address1': '11680 Ventura Blvd', 'address2': '', 'address3': '', 'city': 'Studio City', 'zip_code': '91604', 'country': 'US', 'state': 'CA', 'display_address': ['11680 Ventura Blvd', 'Studio City, CA 91604']}","['Yum-MY. no matter what, no matter when. The crispy rice with . Fabulous. Ok, forgetting the fact that I am prone to hyperbole, Katsuya is always wonderful....', 'Pretty decent lunch spot but the place is sort of dumpy if you ask me, which if you are reading this post then I guess you are asking me. \n\nI will say the...', 'Delivery review - this is my new go to for sushi delivery! Ordered the no shellfish sushi platter (THANK YOU - having a shellfish allergy usually means I...']"
Ami Japanese Restaurant,3.5,1794,$$,"{'address1': '1051 Broxton Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90024', 'country': 'US', 'state': 'CA', 'display_address': ['1051 Broxton Ave', 'Los Angeles, CA 90024']}","['Came here on a Saturday after a day at the Hammer Museum. My car was parked at the museum but there seemed to be a good amount of street parking and the...', 'After my donation at the UCLA Blood & Platelet Center, I was craving some sushi. AMI was a short walk away and the menu looked decent. \n\nThey are situated...', 'Really good sushi, authentic with some unique and personal touches. Great flavors and presentation, we really enjoyed this dinner. The sashimi was very...']"
Starfish Sushi,4.0,362,$$,"{'address1': '1755 N Vermont Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['1755 N Vermont Ave', 'Los Angeles, CA 90027']}","['One of my favorite sushi places! The fish is always fresh and has never tasted ""fishy"". The sushi is served slightly chilled which is a plus for me because...', 'Came here for lunch with high expectations because of the great pictures on their Yelp page. I was really looking forward to the Crunchy Scallop Roll!\nWelp,...', 'Ordered a 911 and a vegetable roll along with 2 pcs of salmon. Portions were good, everything tasted fresh, service was attentive but prices were high.']"
Kaiba Japanese Restaurant,4.5,2851,$$,"{'address1': '816 S Atlantic Blvd', 'address2': '', 'address3': None, 'city': 'Monterey Park', 'zip_code': '91754', 'country': 'US', 'state': 'CA', 'display_address': ['816 S Atlantic Blvd', 'Monterey Park, CA 91754']}","['Awesome food, awesome service!!  Thumbs up!!  Recommend everyone to come here!  Thank you Kaiba!!', 'Awesome food,, super quick service,,, telling my friends and family. My wife is very picky with sushi, at Kaiba, they have an amazing variety, very fresh,,...', 'Favorite sushi restaurant!! Period! \nStart off with the spicy tuna on crispy rice... the asparagus and spicy edamame... \nThen get the Yellowtail Carpaccio...']"
Teriyaki Sushi House,4.5,247,$$,"{'address1': '9807 Long Beach Blvd', 'address2': '', 'address3': '', 'city': 'South Gate', 'zip_code': '90280', 'country': 'US', 'state': 'CA', 'display_address': ['9807 Long Beach Blvd', 'South Gate, CA 90280']}","['The atmosphere of this historic restaurant is truly special, with a rich story about its beginnings in America. It would be great to see more residents of...', 'Best there is locally!!\nLove this spot!\n\nFair prices: Mexican roll is fire for like $6 \nAs well as the spicy tuna roll. Big for 5-6$\nRolls are filling but...', ""I rate this a fastfood sushi option. I won't be returning to this location but if your not picky with your sushi I can imagine you may enjoy this...""]"
Sakura House,4.0,350,$$,"{'address1': '13362 W Washington Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['13362 W Washington Blvd', 'Los Angeles, CA 90066']}","['Best skewers I ever had.\nThe business owner (lady) was so nice and hospitable.\nNice Japanese home restaurant vibe.', 'Sakura House is a solid spot for yakitori and Japanese apps. They have a large Japanese grill near the center of the restaurant with bar seating if you like...', ""Most authentic yakitori in LA.\nI've been coming here ever since we discovered it and I'll always come back. \nExcellent service. I even had my most recent...""]"
Chiba Restaurant,4.5,823,$$,"{'address1': '7515 Lankershim Blvd', 'address2': '', 'address3': '', 'city': 'North Hollywood', 'zip_code': '91605', 'country': 'US', 'state': 'CA', 'display_address': ['7515 Lankershim Blvd', 'North Hollywood, CA 91605']}","[""I think that considering this place's location, the price point should be lower.  Some of their food was  good but I can name 4 or 5 places on Ventura Blvd..."", 'Would eat here again! Chiba restaurant has great seating, parking, but most importantly the food! \nFirst time eating here, the ingredients and fish were so...', 'It\'s quite an operation I\'ll give you that, but it lacks a sushi restaurant vibe. \n\nIt feels more like a ""diner"" that serves sushi instead of turkey clubs....']"
The Lobster Trap,4.0,2096,$$,"{'address1': '128 Catalina Ave', 'address2': '', 'address3': '', 'city': 'Avalon', 'zip_code': '90704', 'country': 'US', 'state': 'CA', 'display_address': ['128 Catalina Ave', 'Avalon, CA 90704']}","['Absolutely amazing! I ordered the pesto penne pasta with blackened shrimp and it was the best seafood pasta I have ever had. It is rich and definitely a...', 'Our server rosandra was amazing. Thank you! Personable and made our experience in Catalina great! The whole staff was awesome. Thank you', 'We came for dinner and got the clam chowder in a bread bowl and the sea bass with the garlic mushroom sauce. The soup was very good. The flavoring of the...']"
Fusion Sushi - Manhattan Beach,4.0,918,$$,"{'address1': '1150 Morningside Dr', 'address2': '', 'address3': '', 'city': 'Manhattan Beach', 'zip_code': '90266', 'country': 'US', 'state': 'CA', 'display_address': ['1150 Morningside Dr', 'Manhattan Beach, CA 90266']}","['There was a parking garage across from the restaurant that was full so we had to circle around to find parking on the streets; so be aware about that when...', ""I've been coming to Fusion for years. Their lobster roll (really it's crawfish) is the best version of this roll I've had. I can't name what it is that just..."", ""I was invited to early dinner with my GF and her sister around 4:30pm on a Saturday. I didn't realize that this was a place I wanted to try because it...""]"
Kombu Sushi,4.0,604,$$,"{'address1': '3719 Sunset Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['3719 Sunset Blvd', 'Los Angeles, CA 90026']}","['Great happy hour.\nFavorites are the crispy tuna rice, Shishito peppers, salmon sashimi & albacore sashimi. The service is always great always great. I like...', ""Overpriced, one glass of wine, two rolls, sashimi, and an appetizer for $150. \n\nI've had better rolls at basic sushi places for cheaper like Ichiban in..."", ""I've been coming here for years and have seen it evolve into the neighborhood staple it is today. There are so many good vibes baked into this place that it...""]"
Sushi by Scratch Restaurants: LA,4.5,192,$$$$,"{'address1': '16101 Ventura Blvd', 'address2': 'Ste 100', 'address3': '', 'city': 'Los Angeles', 'zip_code': '91436', 'country': 'US', 'state': 'CA', 'display_address': ['16101 Ventura Blvd', 'Ste 100', 'Los Angeles, CA 91436']}","[""Such a unique and amazing experience! I'm still dreaming about the sushi.\n\nWe arrived and parked in the underground parking, which was a flat $6 parking fee..."", 'Went here for a date night with my boyfriend and wanted to take him to his very first omakase! \n\nWe love the speakeasy concept, having to ring a doorbell to...', ""I think I found my new favorite spot! Every piece we got was literally so delicious I can't stop raving about it. My favorite was their sweet shrimp and...""]"
Asanebo,4.0,641,$$$$,"{'address1': '11941 Ventura Blvd', 'address2': '', 'address3': '', 'city': 'Studio City', 'zip_code': '91604', 'country': 'US', 'state': 'CA', 'display_address': ['11941 Ventura Blvd', 'Studio City, CA 91604']}","[""Ummm... how come I haven't been here earlier??\n\nI've actually always wanted to check this spot out, but I never go to Studio City, but boy is this sushi..."", 'Asanebo is an intimate sushi spot that has been around for quite awhile in the studio city area. There is a very good reason why.\n\nProbably one of the best...', 'Absolutely recommend this spot for high quality sushi at a very reasonable price. Their omakase is a steal in terms of value as you get multiple, expensive...']"
